request_id,category,name,distance_metres,email,website,phone,address,postcode,opening_hours,cuisine,operator,brand,amenity,latitude,longitude,osm_type,osm_id,osm_url
35596153,restaurant,hyderabad host,1362.0,,,,,,,,,,restaurant,17.4417444,78.3966967,node,6259475085,https://www.openstreetmap.org/node/6259475085
35596153,restaurant,Spicy Hub,1366.5,,,,,,,asian;chicken;indian,,,restaurant,17.4448983,78.3873777,node,6009842126,https://www.openstreetmap.org/node/6009842126
35596153,restaurant,Soma's Kitchen,1376.7,,,,,,,indian,,,restaurant,17.4442825,78.3879877,node,5965559685,https://www.openstreetmap.org/node/5965559685
35596153,restaurant,Mdina Hotel And Cafe,1381.1,,,,,,,indian;tea,,,restaurant,17.4535391,78.4090708,node,11082688354,https://www.openstreetmap.org/node/11082688354
35596153,restaurant,Aadi Raghavendra Udupi Veg,1381.2,,,,,,,chinese;indian,,,restaurant,17.4441489,78.3880973,node,5965559686,https://www.openstreetmap.org/node/5965559686
35596153,restaurant,Abhiruchi Restaurant,1400.7,,,,,,,,,,restaurant,17.4456195,78.3861795,node,5942783245,https://www.openstreetmap.org/node/5942783245
35596153,restaurant,Hyderabad Spice,1405.0,,,8186014444,madhapur road,,Mo-Su 10:00-23:00,,,,restaurant,17.4413494,78.396511,node,5291150521,https://www.openstreetmap.org/node/5291150521
35596153,restaurant,Eat Country Style,1407.8,,,+91 40 2312 2222,,,,chicken;chinese;fish;indian;regional,,,restaurant,17.4454605,78.3862392,node,5942847663,https://www.openstreetmap.org/node/5942847663
35596153,restaurant,Pizza Hut,1408.1,,,,,,,pizza,,Pizza Hut,restaurant,17.4453139,78.3863774,node,1275490943,https://www.openstreetmap.org/node/1275490943
35596153,restaurant,Appetito,1415.5,,,,,,,,,,restaurant,17.4456498,78.3859665,node,5942783243,https://www.openstreetmap.org/node/5942783243
35596153,college,National Institute Of Fashion Technology,1420.1,,https://nift.ac.in/,40 2311 0841,"Opposite Hi-tech City, Cyberabad Post, Madhapur, Jaihind Enclave, Madhapur, Hyderabad, 500081",500081,,,,,college,17.4494882,78.3835256,relation,5333682,https://www.openstreetmap.org/relation/5333682
35596153,restaurant,Pan Shop,1422.4,,,,,,,,,,restaurant,17.444902,78.3866088,node,5957452586,https://www.openstreetmap.org/node/5957452586
35596153,restaurant,Maharaja Chat,1459.9,,,,500081,500081,,regional,,,restaurant,17.4408585,78.3965959,node,2875118608,https://www.openstreetmap.org/node/2875118608
35596153,restaurant,Kafe Tirupati,1460.0,,,,,,,,,,restaurant,17.441612,78.3914323,node,5459525615,https://www.openstreetmap.org/node/5459525615
35596153,restaurant,Olive Garden,1460.9,,,,,,,italian,,Olive Garden,restaurant,17.4450343,78.3859699,node,349270034,https://www.openstreetmap.org/node/349270034
35596153,restaurant,Oven Italia,1461.8,,,,,,,,,,restaurant,17.4416678,78.3912208,node,7025820891,https://www.openstreetmap.org/node/7025820891
35596153,restaurant,B- Eats,1469.2,,,,,,,Biryanis;chinese;South_Indian;North_Indian,,,restaurant,17.4431896,78.3880625,node,6191762120,https://www.openstreetmap.org/node/6191762120
35596153,restaurant,Sri Sai Venkateshwara Hotel,1474.9,,,,,,,,,,restaurant,17.4415454,78.3912131,node,7025820893,https://www.openstreetmap.org/node/7025820893
35596153,restaurant,Grand Spicy Bawarchi,1480.7,,,,,,,,,,restaurant,17.4447002,78.386046,node,7021303733,https://www.openstreetmap.org/node/7021303733
35596153,restaurant,Chinatown,1481.9,,,,,,,,,,restaurant,17.4431428,78.3879241,node,7021303726,https://www.openstreetmap.org/node/7021303726
35596153,restaurant,Shree Santhosh Family Dhaba,1486.3,,,,,,,,,,restaurant,17.4416446,78.3906575,node,7025820902,https://www.openstreetmap.org/node/7025820902
35596153,restaurant,Ayathi Restaurant,1487.0,,,,,,,,,,restaurant,17.4450565,78.3856161,node,7021303734,https://www.openstreetmap.org/node/7021303734
35596153,restaurant,Krazy Chef,1492.7,,,,,,,,,,restaurant,17.443142,78.3877529,node,7021303727,https://www.openstreetmap.org/node/7021303727
35596153,restaurant,Flechazo,1493.0,,,,500081,500081,,indian;asian,,,restaurant,17.4464954,78.3843723,node,5942781129,https://www.openstreetmap.org/node/5942781129
35596153,restaurant,Dil Punjabi,1496.0,,,,,,,sushi,,,restaurant,17.4412924,78.3913618,node,2134523285,https://www.openstreetmap.org/node/2134523285
35596153,restaurant,Rayalaseema Ruchulu,1496.0,,,,500081,500081,,,,,restaurant,17.4466084,78.38426,node,5970759667,https://www.openstreetmap.org/node/5970759667
35596153,restaurant,Hitech Bawarchi,1496.2,,,,,,,,,,restaurant,17.4411978,78.3916463,node,9917006217,https://www.openstreetmap.org/node/9917006217
35596153,restaurant,Udupi Vihar,1497.5,,,,,,,,,,restaurant,17.4412938,78.3913136,node,2134523286,https://www.openstreetmap.org/node/2134523286
35596153,restaurant,The Adda,1498.2,,,,,,,,,,restaurant,17.4415331,78.3906461,node,7025820897,https://www.openstreetmap.org/node/7025820897
35596153,restaurant,Hi-Tech Bawarchi,1500.7,,,,,,,,,,restaurant,17.4430468,78.3877611,node,7021303728,https://www.openstreetmap.org/node/7021303728
35596153,restaurant,Lucky Restaurant,1518.4,,,,,,,indian,,,restaurant,17.4406202,78.3930877,node,6485323329,https://www.openstreetmap.org/node/6485323329
35596153,restaurant,Madhapur Bawarchi,1522.2,,,,,,,,,,restaurant,17.4407157,78.3924993,node,7025820886,https://www.openstreetmap.org/node/7025820886
35596153,restaurant,Morning Dew,1531.5,,,,,,,,,,restaurant,17.4404283,78.3934664,node,7025820874,https://www.openstreetmap.org/node/7025820874
35596153,restaurant,Gingercourt,1531.8,,,,,,,indian,,,restaurant,17.4404184,78.3935111,node,1275490936,https://www.openstreetmap.org/node/1275490936
35596153,restaurant,Thurum Khan Restaurant,1532.8,,,,,,,,,,restaurant,17.4404015,78.3935559,node,7025820871,https://www.openstreetmap.org/node/7025820871
35596153,restaurant,Mefhil,1544.4,,,,,,,,,,restaurant,17.4514068,78.3817509,way,356283222,https://www.openstreetmap.org/way/356283222
35596153,restaurant,Kritunga Restaurant,1547.5,,,,,,,,,,restaurant,17.4408428,78.3912368,node,7025820751,https://www.openstreetmap.org/node/7025820751
35596153,restaurant,Ghar Ka Khaana,1556.3,,,,,,,,,,restaurant,17.4404308,78.3923717,node,7025820883,https://www.openstreetmap.org/node/7025820883
35596153,restaurant,Hideout,1557.8,,,,,,,,,,restaurant,17.4402073,78.3933547,node,1650424028,https://www.openstreetmap.org/node/1650424028
35596153,college,Gayatri College,1560.5,,,,,,,,,,college,17.4407911,78.3910254,node,7025820750,https://www.openstreetmap.org/node/7025820750
35596153,restaurant,Tumba Bengali Food,1569.2,,,,,,,,,,restaurant,17.4420469,78.3881578,node,7025820918,https://www.openstreetmap.org/node/7025820918
35596153,restaurant,Tilaks Kitchen,1571.4,,,+919949576666,"plot no111 road no 1 kakateeyahills, Hyderabad",,,regional,,,restaurant,17.4401506,78.3991194,way,642208375,https://www.openstreetmap.org/way/642208375
35596153,restaurant,Windows of the World,1581.5,,,,,,,,,,restaurant,17.4502975,78.3816574,node,344033897,https://www.openstreetmap.org/node/344033897
35596153,restaurant,Eatsome,1581.6,,,,,,,,,,restaurant,17.4418969,78.3881888,node,7025820919,https://www.openstreetmap.org/node/7025820919
35596153,restaurant,Sanjha Chulha Punjabi Food Joint,1582.2,,,,,,,,,,restaurant,17.4415069,78.3888758,node,7025820906,https://www.openstreetmap.org/node/7025820906
35596153,restaurant,Lassi Bistro,1583.3,,,,,,,,,,restaurant,17.4417109,78.3884808,node,7025820913,https://www.openstreetmap.org/node/7025820913
35596153,restaurant,Brickwood Pizza,1625.5,,,,,,,,,,restaurant,17.4412922,78.3884437,node,7025820911,https://www.openstreetmap.org/node/7025820911
35596153,restaurant,The Burrito Bowl,1635.8,,,,,,,,,,restaurant,17.4414119,78.3880408,node,7025820916,https://www.openstreetmap.org/node/7025820916
35596153,university,Ekalavya Foundation,1644.5,,,,"8-4-369/379, SPR Hills, Rajiv Gandhi Nagar, Borabanda, Hyderabad, Telangana 500018",,,,,,university,17.4470171,78.4097371,node,7385892266,https://www.openstreetmap.org/node/7385892266
35596153,restaurant,Chutneys,1652.3,,,,,,,,,,restaurant,17.4526084,78.380549,node,6760780819,https://www.openstreetmap.org/node/6760780819
35596153,restaurant,Mainland China,1654.5,,,,Hitec City - Kondapur Main Road,,11:00-22:00,chinese,,,restaurant,17.4506078,78.3808666,node,3159028270,https://www.openstreetmap.org/node/3159028270
35596153,restaurant,Kshatriya Foods,1658.4,,,092347 89789,"Sri Rama Colony, Madhapur, Hyderabad, Telangana, 500033",500033,Mo-Su 12:00-11:00,indian,,,restaurant,17.4391715,78.397936,node,10314279709,https://www.openstreetmap.org/node/10314279709
35596153,restaurant,SpiceTribe,1661.8,,,,,,,,,,restaurant,17.439117,78.3977184,node,1909499642,https://www.openstreetmap.org/node/1909499642
35596153,restaurant,Oh! Calcutta,1676.5,,,,,,"Mo-Su 12:00-15:30, 19:00-23:00",,,,restaurant,17.4528112,78.3803019,node,11597374603,https://www.openstreetmap.org/node/11597374603
35596153,restaurant,Beach House,1710.6,,,,,,,,,,restaurant,17.4386399,78.3948138,node,7025820764,https://www.openstreetmap.org/node/7025820764
35596153,restaurant,Big Dosa,1717.2,,,,,,,,,,restaurant,17.4424887,78.3852422,node,1641547337,https://www.openstreetmap.org/node/1641547337
35596153,university,Brilliant Talent High School,1721.2,,,,"Rd Number 26, Borabanda, Hyderabad, Telangana 500018",,,,,,university,17.4482016,78.4111128,node,7385892267,https://www.openstreetmap.org/node/7385892267
35596153,college,Sri Venkateshwara Group of Colleges,1723.5,,,,,,,,,,college,17.4429057,78.3846885,way,852979199,https://www.openstreetmap.org/way/852979199
35596153,restaurant,Absolute Barbecues (ABs),1746.6,,,,"Plot No. 722 Jubilee Hills Road No 36, 500033",500033,12:00-23:30,,,,restaurant,17.4383572,78.3977922,node,4566238603,https://www.openstreetmap.org/node/4566238603
35596153,restaurant,Nectar Kitchen & Bar,1755.2,contact@amovebo.com,https://amovebo.com/nectarmenu,+919459454888,"1/2, Plot No, 8-2-293/82/A/727 Jubilee Hills Road No 36, Hyderabad, 500033",500033,Mo-Su 11:00-23:00,indian;chinese;dessert;pizza;burger;chicken;kebab;ice_cream;seafood;juice,,Nectar Kitchen & Bar,restaurant,17.4384489,78.3990271,node,10178228307,https://www.openstreetmap.org/node/10178228307
35596153,restaurant,Foodie Resto,1778.2,,,,,,,,,,restaurant,17.4417241,78.3852879,node,7021303640,https://www.openstreetmap.org/node/7021303640
35596153,restaurant,Big Dosa,1792.7,,,,,,,,,,restaurant,17.4474117,78.3806242,node,1042232799,https://www.openstreetmap.org/node/1042232799
35596153,restaurant,Paradise Biriyani,1817.6,,,,,,,,,,restaurant,17.4506315,78.3792865,node,1642224750,https://www.openstreetmap.org/node/1642224750
35596153,restaurant,Sampradaya Ruchulu Restaurant,1822.2,,,,,,,,,,restaurant,17.4385383,78.3902999,node,7025820753,https://www.openstreetmap.org/node/7025820753
35596153,restaurant,Paradise,1829.2,,,,,,11:00-22:00,indian,,,restaurant,17.4506148,78.3791786,node,3159028268,https://www.openstreetmap.org/node/3159028268
35596153,restaurant,,1853.4,,,,,,,,,,restaurant,17.4504946,78.3789724,way,360989957,https://www.openstreetmap.org/way/360989957
35596153,restaurant,Cara Cara Hyderabad,1907.1,,https://www.caracara.in/,,,,,world;indian;asian;italian,,,restaurant,17.4369676,78.3983593,way,1279292305,https://www.openstreetmap.org/way/1279292305
35596153,restaurant,Abhiruchi,1910.7,,,,,,,,,,restaurant,17.4377697,78.3900781,node,6994597339,https://www.openstreetmap.org/node/6994597339
35596153,college,Narayana IIT academy,1916.3,,,,,,,,,,college,17.4369722,78.3931292,node,7021303764,https://www.openstreetmap.org/node/7021303764
35596153,restaurant,Zza Bar @ Syala 95A,1918.8,,,,,,,,,,restaurant,17.4367499,78.3970998,node,7025820846,https://www.openstreetmap.org/node/7025820846
35596153,restaurant,Fire Water,1919.2,,,,,,,,,,restaurant,17.4479014,78.3791248,node,10718145771,https://www.openstreetmap.org/node/10718145771
35596153,restaurant,habanero,1934.5,,,,,,,mexican,,,restaurant,17.447991,78.3789356,node,3943140439,https://www.openstreetmap.org/node/3943140439
35596153,restaurant,Sweet Nirvana,1959.1,,,,,,,international,,,restaurant,17.4363967,78.3972659,node,1365116006,https://www.openstreetmap.org/node/1365116006
35596153,restaurant,Sambal,1967.5,,,,,,,indonesian,,,restaurant,17.4378342,78.3884652,node,7021303731,https://www.openstreetmap.org/node/7021303731
35596153,restaurant,Forget Me Not Cafe,1969.6,,,+919381733498,"189/3/C/18 Durgam Cheruvu Road, 500081",500081,24/7,chicken;coffee_shop;grill;ice_cream;indian;local;noodles,,,restaurant,17.4374797,78.3893004,node,13279648101,https://www.openstreetmap.org/node/13279648101
35596153,restaurant,Bahar café,2010.9,,,,,,,,,,restaurant,17.4472359,78.3784684,node,5611008663,https://www.openstreetmap.org/node/5611008663
35596153,restaurant,Eat Central,2016.0,,,,,,,,,,restaurant,17.4412679,78.3825065,node,3008092655,https://www.openstreetmap.org/node/3008092655
35596153,restaurant,Krishna's Kitchen,2026.5,,,,,,,,,,restaurant,17.4357999,78.3946868,node,7025820842,https://www.openstreetmap.org/node/7025820842
35596153,restaurant,Mustard,2028.0,,,,,,,,,,restaurant,17.4369759,78.3891408,node,7025820810,https://www.openstreetmap.org/node/7025820810
35596153,restaurant,Aviyal Veg Restaurant,2028.5,,https://www.aviyal.in/,,103 HITEC City Main Road,,,,,,restaurant,17.4470642,78.3783626,node,1802664777,https://www.openstreetmap.org/node/1802664777
35596153,restaurant,Southwok Restaurant,2028.9,,,,,,,,,,restaurant,17.4378381,78.3871372,node,7021303732,https://www.openstreetmap.org/node/7021303732
35596153,restaurant,Burgandi,2032.5,,,,,,,,,,restaurant,17.4369089,78.3892028,node,7025820811,https://www.openstreetmap.org/node/7025820811
35596153,restaurant,Amber,2048.5,,,,,,,,,,restaurant,17.4367771,78.3891419,node,7021303608,https://www.openstreetmap.org/node/7021303608
35596153,restaurant,Amber,2048.6,,,,,,,,,,restaurant,17.4367769,78.3891418,node,7025820812,https://www.openstreetmap.org/node/7025820812
35596153,pub,36 DownTown,2076.1,,https://www.36downtownbrewpub.com/,+91-7799967000,735 Rd 36,,"Mo-Th, Su 12:00-00:00; Fr, Sa 12:00-01:00",,,,pub,17.4358323,78.4006704,node,7035151509,https://www.openstreetmap.org/node/7035151509
35596153,university,Sai Renu Unique High School,2095.3,,,,,,,,,,university,17.4470664,78.4144352,node,7385892268,https://www.openstreetmap.org/node/7385892268
35596153,restaurant,Melting pot,2099.1,,,,,,,,,,restaurant,17.4414144,78.3812898,node,5515637839,https://www.openstreetmap.org/node/5515637839
35596153,restaurant,Nala Bhimas Restaurant,2135.9,,,,,,,,,,restaurant,17.4348953,78.3937529,node,7021303737,https://www.openstreetmap.org/node/7021303737
35596153,restaurant,LEGEND'S FOOD COURT,2158.6,,,+91 7674851859,"94-03 borabanda allahapur road, HYDERABAD, 500018",500018,Mo-Su 11:00-23:00,chinese;regional,,,restaurant,17.4545044,78.4164006,node,10796197655,https://www.openstreetmap.org/node/10796197655
35596153,restaurant,Telahu,2167.7,,,,,,,,,,restaurant,17.445775,78.3775213,node,3943151563,https://www.openstreetmap.org/node/3943151563
35596153,restaurant,Barbeque Pride,2220.5,,,,,,,,,,restaurant,17.4348951,78.4022289,node,7021303738,https://www.openstreetmap.org/node/7021303738
35596153,university,NRI Academy Jubilee Hills,2263.8,,,,,,,,,,university,17.4339646,78.3999765,node,7385438430,https://www.openstreetmap.org/node/7385438430
35596153,restaurant,Ohri's Nautankigalli,2298.2,,,,"Hitec City Road, Hyderabad",,,,,,restaurant,17.4446507,78.376725,node,7248877416,https://www.openstreetmap.org/node/7248877416
35596153,restaurant,Chutneys,2299.8,,,,,,,indian,,,restaurant,17.4352133,78.3869412,node,7035236527,https://www.openstreetmap.org/node/7035236527
35596153,restaurant,Pizza Hut,2362.0,,,,,,,pizza,,Pizza Hut,restaurant,17.4346142,78.386904,node,7035236529,https://www.openstreetmap.org/node/7035236529
35596153,university,The Loharu Montessori Children's House,2372.6,,,,"869, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033",,,,,,university,17.4328865,78.3994454,node,7385438431,https://www.openstreetmap.org/node/7385438431
35596153,restaurant,4 Seasons,2388.7,,,,,,,,,,restaurant,17.4345566,78.3864346,node,7035236531,https://www.openstreetmap.org/node/7035236531
35596153,university,Dr. BR Ambedkar Open University,2403.6,,,,,,,,,,university,17.4323819,78.3950777,way,277808163,https://www.openstreetmap.org/way/277808163
35596153,university,"Govt Primary School,Jubilee Hills-Masthan Nagar",2411.8,,,,,,,,,,university,17.4323904,78.3982658,node,7385438438,https://www.openstreetmap.org/node/7385438438
35596153,restaurant,Fisher Me,2414.3,,,,,,,,,,restaurant,17.4741766,78.3877088,node,6246451485,https://www.openstreetmap.org/node/6246451485
35596153,restaurant,Pine,2420.9,,,,,,,,,,restaurant,17.4554666,78.37329,way,733460791,https://www.openstreetmap.org/way/733460791
35596153,restaurant,Aharam,2450.0,,,,,,,,,,restaurant,17.4417612,78.3768381,node,10718148979,https://www.openstreetmap.org/node/10718148979
35596153,restaurant,Brothers Bawarchi,2474.0,,,,"borabanda allahapur road, HYDERABAD, 500018",500018,,kebab;indian;chicken;seafood,,,restaurant,17.4541799,78.419381,node,6868689295,https://www.openstreetmap.org/node/6868689295
35596153,pub,Komma the club,2486.3,,,,"Hitec City - Kondapur Main Road, Hyderabad, 500081",500081,,,,,pub,17.4583176,78.3730649,node,12972335838,https://www.openstreetmap.org/node/12972335838
35596153,restaurant,Mamagoto,2494.5,,,,"Hitec City - Kondapur Main Road, Hyderabad, 500081",500081,,chinese,,,restaurant,17.4580228,78.3729279,node,12972335837,https://www.openstreetmap.org/node/12972335837
35596153,restaurant,Paradise,2498.7,,,,"Hitec City Road, Hyderabad",,,,,,restaurant,17.4415418,78.3764401,node,7248877414,https://www.openstreetmap.org/node/7248877414
35596153,pub,Broadway Brewery,2516.9,,,,,,,,,,pub,17.4572909,78.3725866,node,12972335847,https://www.openstreetmap.org/node/12972335847
35596153,restaurant,Taara South Indian Kitchen,2579.8,,,,"Hitec City - Kondapur Main Road, Hyderabad, 500084",500084,,indian,,,restaurant,17.4573947,78.3720037,node,12972335840,https://www.openstreetmap.org/node/12972335840
35596153,university,Shriram Montessori Road No. 46 Branch,2606.2,,,,"G Rami Reddy Marg, Silent Valley hills, Jubilee Hills, Hyderabad, Telangana 500033",,,,,,university,17.4305637,78.3971694,node,7385438436,https://www.openstreetmap.org/node/7385438436
35596153,restaurant,Erra Karam,2617.6,,,,,,,,,,restaurant,17.4360976,78.4121092,node,11084969227,https://www.openstreetmap.org/node/11084969227
35596153,restaurant,Something Fishy,2618.8,,,,,,,,,,restaurant,17.4314951,78.3887075,node,660914316,https://www.openstreetmap.org/node/660914316
35596153,pub,Hall of Fame,2623.8,,,,,,,,,,pub,17.4326693,78.4066828,node,813570526,https://www.openstreetmap.org/node/813570526
35596153,restaurant,The Spicy Venue,2627.5,,,,,,,,,,restaurant,17.4350836,78.4109333,way,356287939,https://www.openstreetmap.org/way/356287939
35596153,restaurant,4 Seasons,2630.7,,,,,,,,,,restaurant,17.4580493,78.3716287,node,1042239866,https://www.openstreetmap.org/node/1042239866
